ZIP,CITY,COUNTY,STATE
13827,Owego,Tioga,New York
12188,Waterford,Saratoga,New York
13041,Clay,Onondaga,New York
10604,West Harrison,Westchester,New York
13323,Clinton,Oneida,New York
14437,Dansville,Livingston,New York
14454,Geneseo,Livingston,New York
13492,Whitesboro,Oneida,New York
13617,Canton,St. Lawrence,New York
10522,Dobbs Ferry,Westchester,New York
12211,Albany,Albany,New York
14092,Lewiston,Niagara,New York
12549,Montgomery,Orange,New York
13078,Jamesville,Onondaga,New York
13357,Ilion,Herkimer,New York
14502,Macedon,Wayne,New York
14212,Buffalo,Erie,New York
10536,Katonah,Westchester,New York
10601,White Plains,Westchester,New York
14208,Buffalo,Erie,New York
13148,Seneca Falls,Seneca,New York
14103,Medina,Orleans,New York
11968,Southampton,Suffolk,New York
14031,Clarence,Erie,New York
10510,Briarcliff Manor,Westchester,New York
13619,Carthage,Jefferson,New York
13165,Waterloo,Seneca,New York
13904,Binghamton,Broome,New York
11596,Williston Park,Nassau,New York
14625,Rochester,Monroe,New York
10707,Tuckahoe,Westchester,New York
14467,Henrietta,Monroe,New York
10970,Pomona,Rockland,New York
10553,Mount Vernon,Westchester,New York
12569,Pleasant Valley,Dutchess,New York
12571,Red Hook,Dutchess,New York
12414,Catskill,Greene,New York
12209,Albany,Albany,New York
11518,East Rockaway,Nassau,New York
13642,Gouverneur,St. Lawrence,New York
14059,Elma,Erie,New York
13037,Chittenango,Madison,New York
13350,Herkimer,Herkimer,New York
11716,Bohemia,Suffolk,New York
11740,Greenlawn,Suffolk,New York
12061,East Greenbush,Rensselaer,New York
11752,Islip Terrace,Suffolk,New York
14006,Angola,Erie,New York
10709,Eastchester,Westchester,New York
12210,Albany,Albany,New York
14001,Akron,Erie,New York
13603,Watertown,Jefferson,New York
10280,New York City,New York,New York
12828,Fort Edward,Washington,New York
14870,Painted Post,Steuben,New York
10930,Highland Mills,Orange,New York
10992,Washingtonville,Orange,New York
11023,Great Neck,Nassau,New York
11713,Bellport,Suffolk,New York
14011,Attica,Wyoming,New York
11771,Oyster Bay,Nassau,New York
14895,Wellsville,Allegany,New York
10523,Elmsford,Westchester,New York
14032,Clarence Center,Erie,New York
10920,Congers,Rockland,New York
13036,Central Square,Oswego,New York
11777,Port Jefferson,Suffolk,New York
14522,Palmyra,Wayne,New York
11797,Woodbury,Nassau,New York
12572,Rhinebeck,Dutchess,New York
10018,New York City,New York,New York
10589,Somers,Westchester,New York
13367,Lowville,Lewis,New York
14472,Honeoye Falls,Monroe,New York
10005,New York City,New York,New York
10989,Valley Cottage,Rockland,New York
14204,Buffalo,Erie,New York
10923,Garnerville,Rockland,New York
11565,Malverne,Nassau,New York
10706,Hastings On Hudson,Westchester,New York
10595,Valhalla,Westchester,New York
11558,Island Park,Nassau,New York
13214,Syracuse,Onondaga,New York
12563,Patterson,Putnam,New York
13035,Cazenovia,Madison,New York
14905,Elmira,Chemung,New York
13224,Syracuse,Onondaga,New York
11096,Inwood,Nassau,New York
12803,South Glens Falls,Saratoga,New York
12202,Albany,Albany,New York
11769,Oakdale,Suffolk,New York
13365,Little Falls,Herkimer,New York
12204,Albany,Albany,New York
14482,Le Roy,Genesee,New York
11789,Sound Beach,Suffolk,New York
12540,Lagrangeville,Dutchess,New York
10579,Putnam Valley,Putnam,New York
10504,Armonk,Westchester,New York
11559,Lawrence,Nassau,New York
12043,Cobleskill,Schoharie,New York
13340,Frankfort,Herkimer,New York
13152,Skaneateles,Onondaga,New York
14057,Eden,Erie,New York
14892,Waverly,Tioga,New York
12033,Castleton On Hudson,Rensselaer,New York
12009,Altamont,Albany,New York
11557,Hewlett,Nassau,New York
12198,Wynantskill,Rensselaer,New York
12159,Slingerlands,Albany,New York
11792,Wading River,Suffolk,New York
13732,Apalachin,Tioga,New York
11024,Great Neck,Nassau,New York
14209,Buffalo,Erie,New York
11705,Bayport,Suffolk,New York
14445,East Rochester,Monroe,New York
10547,Mohegan Lake,Westchester,New York
10533,Irvington,Westchester,New York
14589,Williamson,Wayne,New York
14903,Elmira,Chemung,New York
11934,Center Moriches,Suffolk,New York
10607,White Plains,Westchester,New York
12564,Pawling,Dutchess,New York
14141,Springville,Erie,New York
12983,Saranac Lake,Franklin,New York
14464,Hamlin,Monroe,New York
10007,New York City,New York,New York
14470,Holley,Orleans,New York
10994,West Nyack,Rockland,New York
11516,Cedarhurst,Nassau,New York
11933,Calverton,Suffolk,New York
13403,Marcy,Oneida,New York
12018,Averill Park,Rensselaer,New York
11507,Albertson,Nassau,New York
14428,Churchville,Monroe,New York
14085,Lake View,Erie,New York
13029,Brewerton,Onondaga,New York
11963,Sag Harbor,Suffolk,New York
10507,Bedford Hills,Westchester,New York
14489,Lyons,Wayne,New York
11363,Little Neck,Queens,New York
10590,South Salem,Westchester,New York
12307,Schenectady,Schenectady,New York
14414,Avon,Livingston,New York
13077,Homer,Cortland,New York
12158,Selkirk,Albany,New York
14070,Gowanda,Cattaraugus,New York
12428,Ellenville,Ulster,New York
12184,Valatie,Columbia,New York
12570,Poughquag,Dutchess,New York
13202,Syracuse,Onondaga,New York
12077,Glenmont,Albany,New York
11709,Bayville,Nassau,New York
14068,Getzville,Erie,New York
14514,North Chili,Monroe,New York
14886,Trumansburg,Tompkins,New York
11560,Locust Valley,Nassau,New York
12834,Greenwich,Washington,New York
14779,Salamanca,Cattaraugus,New York
12754,Liberty,Sullivan,New York
14047,Derby,Erie,New York
13073,Groton,Tompkins,New York
13339,Fort Plain,Montgomery,New York
13142,Pulaski,Oswego,New York
12832,Granville,Washington,New York
12582,Stormville,Dutchess,New York
13135,Phoenix,Oswego,New York
12721,Bloomingburg,Sullivan,New York
12051,Coxsackie,Greene,New York
10996,West Point,Orange,New York
11786,Shoreham,Suffolk,New York
10577,Purchase,Westchester,New York
12090,Hoosick Falls,Rensselaer,New York
13114,Mexico,Oswego,New York
13865,Windsor,Broome,New York
11721,Centerport,Suffolk,New York
13346,Hamilton,Madison,New York
14568,Walworth,Wayne,New York
12222,Albany,Albany,New York
12186,Voorheesville,Albany,New York
14706,Allegany,Cattaraugus,New York
13118,Moravia,Cayuga,New York
14487,Livonia,Livingston,New York
13902,Binghamton,Broome,New York
13108,Marcellus,Onondaga,New York
13856,Walton,Delaware,New York
12822,Corinth,Saratoga,New York
10069,New York City,New York,New York
10962,Orangeburg,Rockland,New York
11971,Southold,Suffolk,New York
13316,Camden,Oneida,New York
10983,Tappan,Rockland,New York
12972,Peru,Clinton,New York
14469,Bloomfield,Ontario,New York
11109,Long Island City,Queens,New York
12986,Tupper Lake,Franklin,New York
14569,Warsaw,Wyoming,New York
14432,Clifton Springs,Ontario,New York
11980,Yaphank,Suffolk,New York
13211,Syracuse,Onondaga,New York
14837,Dundee,Yates,New York
10282,New York City,New York,New York
11020,Great Neck,Nassau,New York
13309,Boonville,Oneida,New York
12518,Cornwall,Orange,New York
14261,Buffalo,Erie,New York
10506,Bedford,Westchester,New York
14108,Newfane,Niagara,New York
14867,Newfield,Tompkins,New York
13753,Delhi,Delaware,New York
14132,Sanborn,Niagara,New York
12542,Marlboro,Ulster,New York
13166,Weedsport,Cayuga,New York
14174,Youngstown,Niagara,New York
14303,Niagara Falls,Niagara,New York
11940,East Moriches,Suffolk,New York
12305,Schenectady,Schenectady,New York
10502,Ardsley,Westchester,New York
14009,Arcade,Wyoming,New York
13778,Greene,Chenango,New York
13326,Cooperstown,Otsego,New York
12123,Nassau,Rensselaer,New York
12025,Broadalbin,Fulton,New York
14727,Cuba,Allegany,New York
10516,Cold Spring,Putnam,New York
14801,Addison,Steuben,New York
14590,Wolcott,Wayne,New York
14530,Perry,Wyoming,New York
13624,Clayton,Jefferson,New York
13159,Tully,Onondaga,New York
12962,Morrisonville,Clinton,New York
13068,Freeville,Tompkins,New York
11579,Sea Cliff,Nassau,New York
11942,East Quogue,Suffolk,New York
14551,Sodus,Wayne,New York
10594,Thornwood,Westchester,New York
13830,Oxford,Chenango,New York
14067,Gasport,Niagara,New York
10913,Blauvelt,Rockland,New York
12446,Kerhonkson,Ulster,New York
12498,Woodstock,Ulster,New York
13407,Mohawk,Herkimer,New York
13605,Adams,Jefferson,New York
11952,Mattituck,Suffolk,New York
13053,Dryden,Tompkins,New York
12084,Guilderland,Albany,New York
14505,Marion,Wayne,New York
14871,Pine City,Chemung,New York
14131,Ransomville,Niagara,New York
12170,Stillwater,Saratoga,New York
10532,Hawthorne,Westchester,New York
14510,Mount Morris,Livingston,New York
10576,Pound Ridge,Westchester,New York
12883,Ticonderoga,Essex,New York
14036,Corfu,Genesee,New York
13733,Bainbridge,Chenango,New York
10993,West Haverstraw,Rockland,New York
10560,North Salem,Westchester,New York
12946,Lake Placid,Essex,New York
12887,Whitehall,Washington,New York
12143,Ravena,Albany,New York
14883,Spencer,Tioga,New York
14787,Westfield,Chautauqua,New York
14546,Scottsville,Monroe,New York
11514,Carle Place,Nassau,New York
12545,Millbrook,Dutchess,New York
11804,Old Bethpage,Nassau,New York
14136,Silver Creek,Chautauqua,New York
12522,Dover Plains,Dutchess,New York
14572,Wayland,Steuben,New York
13452,Saint Johnsville,Montgomery,New York
14105,Middleport,Niagara,New York
11715,Blue Point,Suffolk,New York
13140,Port Byron,Cayuga,New York
12845,Lake George,Warren,New York
14423,Caledonia,Livingston,New York
11568,Old Westbury,Nassau,New York
10464,Bronx,Bronx,New York
12053,Delanson,Schenectady,New York
13849,Unadilla,Otsego,New York
10963,Otisville,Orange,New York
12580,Staatsburg,Dutchess,New York
14750,Lakewood,Chautauqua,New York
14512,Naples,Ontario,New York
12871,Schuylerville,Saratoga,New York
12157,Schoharie,Schoharie,New York
13460,Sherburne,Chenango,New York
12885,Warrensburg,Warren,New York
10524,Garrison,Putnam,New York
12816,Cambridge,Washington,New York
10916,Campbell Hall,Orange,New York
12148,Rexford,Saratoga,New York
12594,Wingdale,Dutchess,New York
14737,Franklinville,Cattaraugus,New York
13637,Evans Mills,Jefferson,New York
14080,Holland,Erie,New York
13862,Whitney Point,Broome,New York
11944,Greenport,Suffolk,New York
14891,Watkins Glen,Schuyler,New York
14532,Phelps,Ontario,New York
13082,Kirkville,Onondaga,New York
12037,Chatham,Columbia,New York
13811,Newark Valley,Tioga,New York
13803,Marathon,Cortland,New York
14802,Alfred,Allegany,New York
13329,Dolgeville,Herkimer,New York
12992,West Chazy,Clinton,New York
14042,Delevan,Cattaraugus,New York
12122,Middleburgh,Schoharie,New York
11796,West Sayville,Suffolk,New York
13476,Vernon,Oneida,New York
10928,Highland Falls,Orange,New York
14433,Clyde,Wayne,New York
12833,Greenfield Center,Saratoga,New York
13838,Sidney,Delaware,New York
14541,Romulus,Seneca,New York
14772,Randolph,Cattaraugus,New York
14882,Lansing,Tompkins,New York
13634,Dexter,Jefferson,New York
12134,Northville,Fulton,New York
12790,Wurtsboro,Sullivan,New York
13074,Hannibal,Oswego,New York
14485,Lima,Livingston,New York
13456,Sauquoit,Oneida,New York
12929,Dannemora,Clinton,New York
13602,Fort Drum,Jefferson,New York
12083,Greenville,Greene,New York
13317,Canajoharie,Montgomery,New York
10925,Greenwood Lake,Orange,New York
12027,Burnt Hills,Saratoga,New York
13748,Conklin,Broome,New York
13408,Morrisville,Madison,New York
12758,Livingston Manor,Sullivan,New York
14548,Shortsville,Ontario,New York
13354,Holland Patent,Oneida,New York
10921,Florida,Orange,New York
10548,Montrose,Westchester,New York
13033,Cato,Cayuga,New York
12944,Keeseville,Essex,New York
11732,East Norwich,Nassau,New York
11955,Moriches,Suffolk,New York
14125,Oakfield,Genesee,New York
13833,Port Crane,Broome,New York
11954,Montauk,Suffolk,New York
11697,Breezy Point,Queens,New York
13084,La Fayette,Onondaga,New York
14733,Falconer,Chautauqua,New York
14823,Canisteo,Steuben,New York
12827,Fort Ann,Washington,New York
12526,Germantown,Columbia,New York
12809,Argyle,Washington,New York
13131,Parish,Oswego,New York
13491,West Winfield,Herkimer,New York
10926,Harriman,Orange,New York
12865,Salem,Washington,New York
13743,Candor,Tioga,New York
13308,Blossvale,Oneida,New York
13132,Pennellville,Oswego,New York
12543,Maybrook,Orange,New York
14416,Bergen,Genesee,New York
14812,Beaver Dams,Schuyler,New York
12196,West Sand Lake,Rensselaer,New York
13439,Richfield Springs,Otsego,New York
13030,Bridgeport,Onondaga,New York
14025,Boston,Erie,New York
14821,Campbell,Steuben,New York
13116,Minoa,Onondaga,New York
14719,Cattaraugus,Cattaraugus,New York
11719,Brookhaven,Suffolk,New York
13655,Hogansburg,Franklin,New York
14710,Ashville,Chautauqua,New York
12449,Lake Katrine,Ulster,New York
14111,North Collins,Erie,New York
10987,Tuxedo Park,Orange,New York
13438,Remsen,Oneida,New York
14202,Buffalo,Erie,New York
13480,Waterville,Oneida,New York
12487,Ulster Park,Ulster,New York
13417,New York Mills,Oneida,New York
13787,Harpursville,Broome,New York
11749,Islandia,Suffolk,New York
10004,New York City,New York,New York
12404,Accord,Ulster,New York
14757,Mayville,Chautauqua,New York
10958,New Hampton,Orange,New York
12443,Hurley,Ulster,New York
13471,Taberg,Oneida,New York
10998,Westtown,Orange,New York
14738,Frewsburg,Chautauqua,New York
12846,Lake Luzerne,Warren,New York
12068,Fonda,Montgomery,New York
12138,Petersburg,Rensselaer,New York
13080,Jordan,Onondaga,New York
14543,Rush,Monroe,New York
10974,Sloatsburg,Rockland,New York
11724,Cold Spring Harbor,Suffolk,New York
12531,Holmes,Dutchess,New York
11935,Cutchogue,Suffolk,New York
13411,New Berlin,Chenango,New York
13754,Deposit,Broome,New York
14807,Arkport,Steuben,New York
13668,Norwood,St. Lawrence,New York
12117,Mayfield,Fulton,New York
13656,La Fargeville,Jefferson,New York
14081,Irving,Chautauqua,New York
14098,Lyndonville,Orleans,New York
12072,Fultonville,Montgomery,New York
10006,New York City,New York,New York
10588,Shrub Oak,Westchester,New York
11978,Westhampton Beach,Suffolk,New York
11718,Brightwaters,Suffolk,New York
13691,Theresa,Jefferson,New York
13167,West Monroe,Oswego,New York
12074,Galway,Saratoga,New York
14062,Forestville,Chautauqua,New York
14712,Bemus Point,Chautauqua,New York
12015,Athens,Greene,New York
11794,Stony Brook,Suffolk,New York
14561,Stanley,Ontario,New York
14755,Little Valley,Cattaraugus,New York
13478,Verona,Oneida,New York
14172,Wilson,Niagara,New York
13461,Sherrill,Oneida,New York
14735,Fillmore,Allegany,New York
12788,Woodbourne,Sullivan,New York
12919,Champlain,Clinton,New York
12075,Ghent,Columbia,New York
12525,Gardiner,Ulster,New York
14170,West Falls,Erie,New York
12520,Cornwall On Hudson,Orange,New York
14517,Nunda,Livingston,New York
14770,Portville,Cattaraugus,New York
11548,Greenvale,Nassau,New York
13825,Otego,Otsego,New York
13060,Elbridge,Onondaga,New York
12154,Schaghticoke,Rensselaer,New York
13667,Norfolk,St. Lawrence,New York
12850,Middle Grove,Saratoga,New York
12546,Millerton,Dutchess,New York
13795,Kirkwood,Broome,New York
14865,Montour Falls,Schuyler,New York
12821,Comstock,Washington,New York
12966,North Bangor,Franklin,New York
12547,Milton,Ulster,New York
12056,Duanesburg,Schenectady,New York
12413,Cairo,Greene,New York
12514,Clinton Corners,Dutchess,New York
11549,Hempstead,Nassau,New York
13164,Warners,Onondaga,New York
10984,Thiells,Rockland,New York
13332,Earlville,Chenango,New York
12458,Napanoch,Ulster,New York
14435,Conesus,Livingston,New York
14739,Friendship,Allegany,New York
12921,Chazy,Clinton,New York
14715,Bolivar,Allegany,New York
14034,Collins,Erie,New York
13613,Brasher Falls,St. Lawrence,New York
13730,Afton,Chenango,New York
13143,Red Creek,Wayne,New York
12167,Stamford,Delaware,New York
14817,Brooktondale,Tompkins,New York
14853,Ithaca,Tompkins,New York
12501,Amenia,Dutchess,New York
13783,Hancock,Delaware,New York
12567,Pine Plains,Dutchess,New York
14840,Hammondsport,Steuben,New York
13092,Locke,Cayuga,New York
14716,Brocton,Chautauqua,New York
12859,Porter Corners,Saratoga,New York
12484,Stone Ridge,Ulster,New York
13044,Constantia,Oswego,New York
12183,Troy,Albany,New York
13654,Heuvelton,St. Lawrence,New York
14873,Prattsburgh,Steuben,New York
13459,Sharon Springs,Schoharie,New York
14775,Ripley,Chautauqua,New York
13606,Adams Center,Jefferson,New York
10973,Slate Hill,Orange,New York
13146,Savannah,Wayne,New York
13685,Sackets Harbor,Jefferson,New York
14471,Honeoye,Ontario,New York
12835,Hadley,Saratoga,New York
13363,Lee Center,Oneida,New York
12529,Hillsdale,Columbia,New York
10537,Lake Peekskill,Putnam,New York
13409,Munnsville,Madison,New York
14525,Pavilion,Genesee,New York
12149,Richmondville,Schoharie,New York
11964,Shelter Island,Suffolk,New York
13622,Chaumont,Jefferson,New York
14521,Ovid,Seneca,New York
14724,Clymer,Chautauqua,New York
10968,Piermont,Rockland,New York
12094,Johnsonville,Rensselaer,New York
14847,Interlaken,Seneca,New York
13076,Hastings,Oswego,New York
14516,North Rose,Wayne,New York
13612,Black River,Jefferson,New York
13812,Nichols,Tioga,New York
14604,Rochester,Monroe,New York
12581,Stanfordville,Dutchess,New York
12979,Rouses Point,Clinton,New York
13324,Cold Brook,Herkimer,New York
14813,Belmont,Allegany,New York
14627,Rochester,Monroe,New York
12981,Saranac,Clinton,New York
13424,Oriskany,Oneida,New York
13040,Cincinnatus,Cortland,New York
14012,Barker,Niagara,New York
12106,Kinderhook,Columbia,New York
10976,Sparkill,Rockland,New York
13658,Lisbon,St. Lawrence,New York
13425,Oriskany Falls,Oneida,New York
13101,Mc Graw,Cortland,New York
12575,Rock Tavern,Orange,New York
12926,Constable,Franklin,New York
12920,Chateaugay,Franklin,New York
14809,Avoca,Steuben,New York
13736,Berkshire,Tioga,New York
14782,Sinclairville,Chautauqua,New York
12583,Tivoli,Dutchess,New York
13620,Castorland,Lewis,New York
14476,Kendall,Orleans,New York
14747,Kennedy,Chautauqua,New York
12466,Port Ewen,Ulster,New York
13042,Cleveland,Oswego,New York
14422,Byron,Genesee,New York
13797,Lisle,Broome,New York
12748,Jeffersonville,Sullivan,New York
12918,Cadyville,Clinton,New York
12912,Au Sable Forks,Clinton,New York
14533,Piffard,Livingston,New York
12780,Sparrow Bush,Orange,New York
12207,Albany,Albany,New York
14139,South Wales,Erie,New York
13416,Newport,Herkimer,New York
12023,Berne,Albany,New York
12910,Altona,Clinton,New York
11977,Westhampton,Suffolk,New York
14818,Burdett,Schuyler,New York
14560,Springwater,Livingston,New York
14744,Houghton,Allegany,New York
13626,Copenhagen,Lewis,New York
10511,Buchanan,Westchester,New York
13673,Philadelphia,Jefferson,New York
14767,Panama,Chautauqua,New York
12578,Salt Point,Dutchess,New York
14806,Andover,Allegany,New York
13648,Harrisville,Lewis,New York
12155,Schenevus,Otsego,New York
12996,Willsboro,Essex,New York
13120,Nedrow,Onondaga,New York
12916,Brushton,Franklin,New York
14781,Sherman,Chautauqua,New York
13110,Marietta,Onondaga,New York
12789,Woodridge,Sullivan,New York
12776,Roscoe,Sullivan,New York
13495,Yorkville,Oneida,New York
12759,Loch Sheldrake,Sullivan,New York
12783,Swan Lake,Sullivan,New York
13697,Winthrop,St. Lawrence,New York
14718,Cassadaga,Chautauqua,New York
13327,Croghan,Lewis,New York
13320,Cherry Valley,Otsego,New York
12747,Hurleyville,Sullivan,New York
12740,Grahamsville,Sullivan,New York
12168,Stephentown,Rensselaer,New York
13083,Lacona,Oswego,New York
13034,Cayuga,Cayuga,New York
14898,Woodhull,Steuben,New York
13843,South New Berlin,Chenango,New York
12937,Fort Covington,Franklin,New York
13646,Hammond,St. Lawrence,New York
12185,Valley Falls,Rensselaer,New York
12173,Stuyvesant,Columbia,New York
14879,Savona,Steuben,New York
12440,High Falls,Ulster,New York
14058,Elba,Genesee,New York
12928,Crown Point,Essex,New York
12121,Melrose,Rensselaer,New York
12737,Glen Spey,Sullivan,New York
14826,Cohocton,Steuben,New York
14544,Rushville,Yates,New York
13746,Chenango Forks,Broome,New York
14427,Castile,Wyoming,New York
12057,Eagle Bridge,Washington,New York
14814,Big Flats,Chemung,New York
13063,Fabius,Onondaga,New York
12779,South Fallsburg,Sullivan,New York
14040,Darien Center,Genesee,New York
11509,Atlantic Beach,Nassau,New York
14171,West Valley,Cattaraugus,New York
14838,Erin,Chemung,New York
14101,Machias,Cattaraugus,New York
12817,Chestertown,Warren,New York
14741,Great Valley,Cattaraugus,New York
10986,Tomkins Cove,Rockland,New York
12463,Palenville,Greene,New York
14726,Conewango Valley,Cattaraugus,New York
12958,Mooers,Clinton,New York
12197,Worcester,Otsego,New York
14138,South Dayton,Cattaraugus,New York
12977,Ray Brook,Essex,New York
13156,Sterling,Cayuga,New York
12192,West Coxsackie,Greene,New York
12193,Westerlo,Albany,New York
13679,Redwood,Jefferson,New York
14145,Strykersville,Wyoming,New York
12775,Rock Hill,Sullivan,New York
14504,Manchester,Ontario,New York
14005,Alexander,Genesee,New York
12853,North Creek,Warren,New York
13775,Franklin,Delaware,New York
13302,Altmar,Oswego,New York
13734,Barton,Tioga,New York
12870,Schroon Lake,Essex,New York
14711,Belfast,Allegany,New York
13160,Union Springs,Cayuga,New York
13431,Poland,Herkimer,New York
13493,Williamstown,Oswego,New York
14030,Chaffee,Erie,New York
11941,Eastport,Suffolk,New York
12729,Cuddebackville,Orange,New York
13433,Port Leyden,Lewis,New York
14743,Hinsdale,Cattaraugus,New York
12577,Salisbury Mills,Orange,New York
13625,Colton,St. Lawrence,New York
14028,Burt,Niagara,New York
13054,Durhamville,Oneida,New York
13144,Richland,Oswego,New York
10917,Central Valley,Orange,New York
12137,Pattersonville,Schenectady,New York
10526,Goldens Bridge,Westchester,New York
14167,Varysburg,Wyoming,New York
11005,Floral Park,Queens,New York
12455,Margaretville,Delaware,New York
13490,Westmoreland,Oneida,New York
12516,Copake,Columbia,New York
14203,Buffalo,Erie,New York
12957,Moira,Franklin,New York
13616,Calcium,Jefferson,New York
12116,Maryland,Otsego,New York
13024,Auburn,Cayuga,New York
13111,Martville,Cayuga,New York
14013,Basom,Genesee,New York
13680,Rensselaer Falls,St. Lawrence,New York
14481,Leicester,Livingston,New York
13660,Madrid,St. Lawrence,New York
12140,Poestenkill,Rensselaer,New York
12059,East Berne,Albany,New York
11976,Water Mill,Suffolk,New York
13026,Aurora,Cayuga,New York
14033,Colden,Erie,New York
13343,Glenfield,Lewis,New York
13112,Memphis,Onondaga,New York
12070,Fort Johnson,Montgomery,New York
13402,Madison,Madison,New York
12461,Olivebridge,Ulster,New York
12481,Shokan,Ulster,New York
12764,Narrowsburg,Sullivan,New York
14880,Scio,Allegany,New York
10922,Fort Montgomery,Orange,New York
14065,Freedom,Cattaraugus,New York
12523,Elizaville,Columbia,New York
12723,Callicoon,Sullivan,New York
12066,Esperance,Montgomery,New York
12486,Tillson,Ulster,New York
13304,Barneveld,Oneida,New York
13428,Palatine Bridge,Montgomery,New York
12052,Cropseyville,Rensselaer,New York
13608,Antwerp,Jefferson,New York
14054,East Bethany,Genesee,New York
14591,Wyoming,Wyoming,New York
13618,Cape Vincent,Jefferson,New York
14466,Hemlock,Livingston,New York
13158,Truxton,Cortland,New York
13650,Henderson,Jefferson,New York
14024,Bliss,Wyoming,New York
12935,Ellenburg Depot,Clinton,New York
13652,Hermon,St. Lawrence,New York
12062,East Nassau,Rensselaer,New York
12093,Jefferson,Schoharie,New York
13808,Morris,Otsego,New York
13052,De Ruyter,Madison,New York
14889,Van Etten,Chemung,New York
12956,Mineville,Essex,New York
12451,Leeds,Greene,New York
13809,Mount Upton,Chenango,New York
14129,Perrysburg,Cattaraugus,New York
12974,Port Henry,Essex,New York
13328,Deansboro,Oneida,New York
13661,Mannsville,Jefferson,New York
12067,Feura Bush,Albany,New York
14478,Keuka Park,Yates,New York
12504,Annandale On Hudson,Dutchess,New York
14550,Silver Springs,Wyoming,New York
10162,New York City,New York,New York
12125,New Lebanon,Columbia,New York
13315,Burlington Flats,Otsego,New York
12491,West Hurley,Ulster,New York
12472,Rosendale,Ulster,New York
13145,Sandy Creek,Oswego,New York
12496,Windham,Greene,New York
12959,Mooers Forks,Clinton,New York
12086,Hagaman,Montgomery,New York
12515,Clintondale,Ulster,New York
12592,Wassaic,Dutchess,New York
13630,De Kalb Junction,St. Lawrence,New York
13318,Cassville,Oneida,New York
14804,Almond,Allegany,New York
13801,Mc Donough,Chenango,New York
14008,Appleton,Niagara,New York
12060,East Chatham,Columbia,New York
13348,Hartwick,Otsego,New York
14477,Kent,Orleans,New York
12058,Earlton,Greene,New York
14709,Angelica,Allegany,New York
12917,Burke,Franklin,New York
13464,Smyrna,Chenango,New York
13335,Edmeston,Otsego,New York
12733,Fallsburg,Sullivan,New York
13796,Laurens,Otsego,New York
14778,Saint Bonaventure,Cattaraugus,New York
14571,Waterport,Orleans,New York
12521,Craryville,Columbia,New York
13757,East Meredith,Delaware,New York
14055,East Concord,Erie,New York
12993,Westport,Essex,New York
10969,Pine Island,Orange,New York
12985,Schuyler Falls,Clinton,New York
13607,Alexandria Bay,Jefferson,New York
12980,Saint Regis Falls,Franklin,New York
14506,Mendon,Monroe,New York
12076,Gilboa,Schoharie,New York
12548,Modena,Ulster,New York
12814,Bolton Landing,Warren,New York
12903,Plattsburgh,Clinton,New York
14858,Lindley,Steuben,New York
14066,Gainesville,Wyoming,New York
14869,Odessa,Schuyler,New York
12485,Tannersville,Greene,New York
14102,Marilla,Erie,New York
14894,Wellsburg,Chemung,New York
13694,Waddington,St. Lawrence,New York
12941,Jay,Essex,New York
10596,Verplanck,Westchester,New York
13122,New Woodstock,Madison,New York
13028,Bernhards Bay,Oswego,New York
10546,Millwood,Westchester,New York
10964,Palisades,Rockland,New York
12726,Cochecton,Sullivan,New York
14614,Rochester,Monroe,New York
10501,Amawalk,Westchester,New York
13810,Mount Vision,Otsego,New York
13635,Edwards,St. Lawrence,New York
14860,Lodi,Seneca,New York
14864,Millport,Chemung,New York
14418,Branchport,Yates,New York
13839,Sidney Center,Delaware,New York
13807,Milford,Otsego,New York
12932,Elizabethtown,Essex,New York
14507,Middlesex,Yates,New York
12029,Canaan,Columbia,New York
12751,Kiamesha Lake,Sullivan,New York
12489,Wawarsing,Ulster,New York
14091,Lawtons,Erie,New York
12166,Sprakers,Montgomery,New York
12719,Barryville,Sullivan,New York
12837,Hampton,Washington,New York
13744,Castle Creek,Broome,New York
12502,Ancram,Columbia,New York
13835,Richford,Tioga,New York
13469,Stittville,Oneida,New York
13755,Downsville,Delaware,New York
14861,Lowman,Chemung,New York
14731,Ellicottville,Cattaraugus,New York
14769,Portland,Chautauqua,New York
14842,Himrod,Yates,New York
12565,Philmont,Columbia,New York
12456,Mount Marion,Ulster,New York
11932,Bridgehampton,Suffolk,New York
12431,Freehold,Greene,New York
12430,Fleischmanns,Delaware,New York
11569,Point Lookout,Nassau,New York
13338,Forestport,Oneida,New York
12087,Hannacroix,Greene,New York
14723,Cherry Creek,Chautauqua,New York
14037,Cowlesville,Wyoming,New York
14740,Gerry,Chautauqua,New York
12913,Bloomingdale,Essex,New York
13147,Scipio Center,Cayuga,New York
13081,King Ferry,Cayuga,New York
12046,Coeymans Hollow,Albany,New York
11972,Speonk,Suffolk,New York
12967,North Lawrence,St. Lawrence,New York
10505,Baldwin Place,Westchester,New York
13061,Erieville,Madison,New York
14753,Limestone,Cattaraugus,New York
14109,Niagara University,Niagara,New York
10518,Cross River,Westchester,New York
12457,Mount Tremper,Ulster,New York
12997,Wilmington,Essex,New York
13334,Eaton,Madison,New York
13303,Ava,Oneida,New York
14805,Alpine,Schuyler,New York
12815,Brant Lake,Warren,New York
13368,Lyons Falls,Lewis,New York
13325,Constableville,Lewis,New York
13681,Richville,St. Lawrence,New York
12156,Schodack Landing,Rensselaer,New York
12423,East Durham,Greene,New York
12824,Diamond Point,Warren,New York
